发生时间,开关机状态,加热中,保温中,实际温度,热水量,水流量,加热剩余时间
20211019154445,开,开,关,29°C,0%,42,28分钟
20211019154447,开,开,关,29°C,0%,43,28分钟
20211019154451,开,开,关,29°C,0%,43,27分钟
20211019154459,开,开,关,29°C,0%,42,27分钟
20211019154501,开,开,关,29°C,0%,43,27分钟
20211019154505,开,开,关,29°C,0%,42,27分钟
20211019154507,开,开,关,29°C,0%,43,27分钟
20211019154541,开,开,关,29°C,0%,42,27分钟
20211019154545,开,开,关,29°C,0%,43,27分钟
20211019154547,开,开,关,29°C,0%,42,27分钟
20211019154550,开,开,关,29°C,0%,43,26分钟
20211019154556,开,开,关,29°C,0%,42,26分钟
20211019154600,开,开,关,29°C,0%,43,26分钟
20211019154610,开,开,关,29°C,0%,42,26分钟
20211019154614,开,开,关,29°C,0%,43,26分钟
20211019154616,开,开,关,29°C,0%,42,26分钟
20211019154618,开,开,关,29°C,0%,43,26分钟
20211019154626,开,开,关,29°C,0%,42,26分钟
20211019154628,开,开,关,29°C,0%,43,26分钟
20211019154632,开,开,关,29°C,0%,42,26分钟
20211019154638,开,开,关,29°C,0%,43,26分钟
20211019154640,开,开,关,29°C,0%,42,26分钟
20211019154642,开,开,关,29°C,0%,43,26分钟
20211019154646,开,开,关,29°C,0%,42,26分钟
20211019154648,开,开,关,29°C,0%,43,26分钟
20211019154654,开,开,关,29°C,0%,42,25分钟
20211019154656,开,开,关,29°C,0%,43,25分钟
20211019154700,开,开,关,29°C,0%,42,25分钟
20211019154702,开,开,关,29°C,0%,43,25分钟
20211019154706,开,开,关,29°C,0%,42,25分钟
20211019154708,开,开,关,29°C,0%,43,25分钟
20211019154710,开,开,关,29°C,0%,42,25分钟
20211019154714,开,开,关,29°C,0%,43,25分钟
20211019154718,开,开,关,29°C,0%,42,25分钟
20211019154720,开,开,关,29°C,0%,43,25分钟
20211019154724,开,开,关,29°C,0%,42,25分钟
20211019154726,开,开,关,29°C,0%,43,25分钟
20211019154734,开,开,关,29°C,0%,42,25分钟
20211019154737,开,开,关,29°C,0%,43,25分钟
20211019154741,开,开,关,29°C,0%,42,25分钟
20211019154743,开,开,关,29°C,0%,43,25分钟
20211019154745,开,开,关,29°C,0%,42,25分钟
20211019154747,开,开,关,29°C,0%,43,25分钟
20211019154755,开,开,关,29°C,0%,42,25分钟
20211019154757,开,开,关,29°C,0%,43,25分钟
20211019154759,开,开,关,29°C,0%,42,25分钟
20211019154801,开,开,关,29°C,0%,43,25分钟
20211019154803,开,开,关,29°C,0%,42,25分钟
20211019154805,开,开,关,29°C,0%,43,25分钟
20211019154815,开,开,关,29°C,0%,42,25分钟
20211019154817,开,开,关,29°C,0%,43,25分钟
20211019154825,开,开,关,29°C,0%,42,25分钟
20211019154827,开,开,关,29°C,0%,43,25分钟
20211019154829,开,开,关,29°C,0%,42,25分钟
20211019154831,开,开,关,29°C,0%,43,25分钟
20211019154833,开,开,关,29°C,0%,42,25分钟
20211019154835,开,开,关,29°C,0%,41,25分钟
20211019154839,开,开,关,29°C,0%,42,25分钟
20211019154846,开,开,关,29°C,0%,41,25分钟
20211019155028,开,开,关,29°C,0%,0,25分钟
20211019155030,开,开,关,29°C,0%,0,28分钟
20211019155050,开,开,关,30°C,0%,0,28分钟
20211019155117,开,开,关,30°C,0%,0,27分钟
20211019155119,开,开,关,30°C,0%,0,26分钟
20211019155213,开,开,关,31°C,0%,0,26分钟
20211019155219,开,开,关,31°C,0%,0,25分钟
20211019155250,开,开,关,32°C,0%,0,25分钟
20211019155314,开,开,关,32°C,0%,0,24分钟
20211019155318,开,开,关,33°C,0%,0,24分钟
20211019155354,开,开,关,33°C,0%,0,23分钟
20211019155356,开,开,关,33°C,0%,0,22分钟
20211019155400,开,开,关,34°C,0%,0,22分钟
20211019155402,开,开,关,34°C,0%,0,24分钟
20211019155406,开,开,关,33°C,0%,0,24分钟
20211019155408,开,开,关,33°C,0%,0,22分钟
20211019155449,开,开,关,34°C,0%,0,22分钟
20211019155513,开,开,关,34°C,0%,0,21分钟
20211019155515,开,开,关,34°C,0%,52,21分钟
20211019155519,开,开,关,35°C,0%,58,21分钟
20211019155521,开,开,关,35°C,0%,58,22分钟
20211019155523,开,开,关,34°C,0%,60,22分钟
20211019155525,开,开,关,34°C,0%,58,22分钟
20211019155527,开,开,关,34°C,0%,60,21分钟
20211019155529,开,开,关,35°C,0%,38,21分钟
20211019155541,开,开,关,35°C,0%,0,21分钟
20211019155642,开,开,关,35°C,0%,0,20分钟
20211019155658,开,开,关,35°C,0%,0,19分钟
20211019155749,开,开,关,36°C,0%,0,19分钟
20211019155753,开,开,关,36°C,0%,0,18分钟
20211019155817,开,开,关,37°C,0%,0,18分钟
20211019155905,开,开,关,37°C,0%,0,17分钟
20211019155934,开,开,关,38°C,0%,0,16分钟
20211019155936,开,开,关,38°C,0%,0,15分钟
20211019155940,开,开,关,39°C,0%,0,15分钟
20211019155942,开,开,关,39°C,0%,0,17分钟
20211019155946,开,开,关,38°C,0%,0,16分钟
20211019155948,开,开,关,38°C,0%,0,15分钟
20211019160022,开,开,关,39°C,0%,0,15分钟
20211019160100,开,开,关,39°C,0%,0,14分钟
20211019160111,开,开,关,40°C,0%,0,14分钟
20211019160153,开,开,关,40°C,0%,0,13分钟
20211019160155,开,开,关,40°C,0%,0,12分钟
20211019160239,开,开,关,41°C,0%,0,12分钟
20211019160302,开,开,关,41°C,0%,0,11分钟
20211019160322,开,开,关,42°C,0%,0,11分钟
20211019160422,开,开,关,42°C,0%,0,10分钟
20211019160433,开,开,关,42°C,0%,0,9分钟
20211019160525,开,开,关,43°C,0%,0,9分钟
20211019160527,开,开,关,43°C,25%,0,8分钟
20211019160557,开,开,关,44°C,25%,0,8分钟
20211019160634,开,开,关,44°C,25%,0,7分钟
20211019160638,开,开,关,45°C,25%,0,7分钟
20211019160720,开,开,关,45°C,25%,0,6分钟
20211019160722,开,开,关,45°C,25%,0,5分钟
20211019160803,开,开,关,46°C,25%,0,5分钟
20211019160841,开,开,关,46°C,25%,0,4分钟
20211019160855,开,开,关,47°C,25%,0,4分钟
20211019160954,开,开,关,47°C,25%,0,2分钟
20211019161040,开,开,关,48°C,25%,0,2分钟
20211019161042,开,开,关,48°C,25%,0,1分钟
20211019161106,开,开,关,49°C,25%,0,1分钟
20211019161147,开,开,关,49°C,25%,0,0分钟
20211019161149,开,关,开,50°C,100%,0,0分钟
20211019172319,开,关,开,50°C,50%,0,0分钟
20211019172321,关,关,关,50°C,50%,62,0分钟
20211019172323,关,关,关,50°C,50%,63,0分钟
20211019172325,关,关,关,50°C,50%,61,0分钟
20211019172331,关,关,关,50°C,50%,62,0分钟
20211019172333,关,关,关,50°C,50%,63,0分钟
20211019172337,关,关,关,50°C,50%,62,0分钟
20211019172341,关,关,关,50°C,50%,63,0分钟
20211019172456,关,关,关,50°C,50%,0,0分钟
20211019172458,关,关,关,50°C,50%,46,0分钟
20211019172500,关,关,关,50°C,50%,50,0分钟
20211019172505,关,关,关,50°C,50%,51,0分钟
20211019172506,关,关,关,50°C,50%,50,0分钟
20211019172512,关,关,关,50°C,50%,51,0分钟
20211019172514,关,关,关,50°C,50%,40,0分钟
20211019172516,关,关,关,50°C,50%,37,0分钟
20211019172520,关,关,关,50°C,50%,36,0分钟
20211019172522,关,关,关,50°C,50%,35,0分钟
20211019172526,关,关,关,50°C,50%,36,0分钟
20211019172532,关,关,关,50°C,50%,33,0分钟
20211019172535,关,关,关,50°C,50%,35,0分钟
20211019172537,关,关,关,50°C,50%,36,0分钟
20211019172539,关,关,关,50°C,50%,33,0分钟
20211019172543,关,关,关,50°C,50%,36,0分钟
20211019172547,关,关,关,49°C,50%,35,0分钟
20211019172549,关,关,关,49°C,50%,32,0分钟
20211019172551,关,关,关,49°C,50%,31,0分钟
20211019172553,关,关,关,49°C,50%,33,0分钟
20211019172557,关,关,关,49°C,50%,32,0分钟
20211019172601,关,关,关,49°C,50%,30,0分钟
20211019172605,关,关,关,49°C,50%,28,0分钟
20211019172607,关,关,关,49°C,50%,26,0分钟
20211019172609,关,关,关,49°C,50%,27,0分钟
20211019172613,关,关,关,49°C,50%,26,0分钟
20211019172617,关,关,关,49°C,50%,27,0分钟
20211019172619,关,关,关,49°C,50%,26,0分钟
20211019172623,关,关,关,49°C,50%,27,0分钟
20211019172625,关,关,关,49°C,50%,26,0分钟
20211019172627,关,关,关,49°C,50%,27,0分钟
20211019172631,关,关,关,49°C,50%,26,0分钟
20211019172635,关,关,关,49°C,50%,27,0分钟
20211019172639,关,关,关,49°C,50%,25,0分钟
20211019172641,关,关,关,49°C,50%,23,0分钟
20211019172644,关,关,关,49°C,50%,26,0分钟
20211019172645,关,关,关,49°C,50%,27,0分钟
20211019172647,关,关,关,49°C,50%,26,0分钟
20211019172655,关,关,关,49°C,50%,27,0分钟
20211019172657,关,关,关,49°C,50%,23,0分钟
20211019172720,关,关,关,49°C,50%,27,0分钟
20211019172726,关,关,关,49°C,50%,23,0分钟
20211019172727,关,关,关,49°C,50%,22,0分钟
20211019172728,关,关,关,49°C,50%,23,0分钟
20211019172732,关,关,关,49°C,50%,25,0分钟
20211019172734,关,关,关,49°C,50%,18,0分钟
20211019172738,关,关,关,49°C,50%,22,0分钟
20211019172740,关,关,关,49°C,50%,21,0分钟
20211019172744,关,关,关,49°C,50%,23,0分钟
20211019172754,关,关,关,49°C,50%,25,0分钟
20211019172758,关,关,关,49°C,50%,23,0分钟
20211019172800,关,关,关,49°C,50%,25,0分钟
20211019172802,关,关,关,49°C,50%,23,0分钟
20211019172804,关,关,关,49°C,50%,25,0分钟
20211019172808,关,关,关,49°C,50%,23,0分钟
20211019172814,关,关,关,49°C,50%,25,0分钟
20211019172816,关,关,关,49°C,50%,23,0分钟
20211019172820,关,关,关,49°C,50%,25,0分钟
20211019172822,关,关,关,48°C,50%,25,0分钟
20211019172824,关,关,关,48°C,50%,23,0分钟
20211019172832,关,关,关,48°C,50%,22,0分钟
20211019172834,关,关,关,48°C,50%,25,0分钟
20211019172840,关,关,关,48°C,50%,23,0分钟
20211019172852,关,关,关,48°C,50%,25,0分钟
20211019172854,关,关,关,48°C,50%,23,0分钟
20211019172857,关,关,关,48°C,50%,20,0分钟
20211019172859,关,关,关,48°C,50%,25,0分钟
20211019172905,关,关,关,48°C,50%,23,0分钟
20211019172911,关,关,关,48°C,50%,25,0分钟
20211019172915,关,关,关,48°C,50%,23,0分钟
20211019172919,关,关,关,48°C,50%,25,0分钟
20211019172923,关,关,关,48°C,50%,23,0分钟
20211019172929,关,关,关,48°C,50%,25,0分钟
20211019172937,关,关,关,48°C,50%,23,0分钟
20211019172941,关,关,关,48°C,50%,25,0分钟
20211019172951,关,关,关,48°C,50%,23,0分钟
20211019172953,关,关,关,48°C,50%,23,0分钟
20211019172955,关,关,关,47°C,50%,23,0分钟
20211019173001,关,关,关,47°C,50%,25,0分钟
20211019173007,关,关,关,47°C,50%,23,0分钟
20211019173009,关,关,关,47°C,50%,25,0分钟
20211019173011,关,关,关,47°C,50%,23,0分钟
20211019173013,关,关,关,47°C,50%,25,0分钟
20211019173025,关,关,关,47°C,50%,23,0分钟
20211019173029,关,关,关,47°C,50%,21,0分钟
20211019173035,关,关,关,47°C,50%,23,0分钟
20211019173048,关,关,关,47°C,50%,25,0分钟
20211019173054,关,关,关,47°C,50%,25,0分钟
20211019173058,关,关,关,47°C,50%,23,0分钟
20211019173106,关,关,关,47°C,50%,25,0分钟
20211019173108,关,关,关,47°C,50%,23,0分钟
20211019173116,关,关,关,47°C,50%,25,0分钟
20211019173120,关,关,关,47°C,50%,23,0分钟
20211019173124,关,关,关,47°C,50%,25,0分钟
20211019173128,关,关,关,46°C,50%,20,0分钟
20211019173130,关,关,关,46°C,50%,25,0分钟
20211019173132,关,关,关,46°C,50%,18,0分钟
20211019173313,关,关,关,46°C,50%,0,0分钟
20211019173434,关,关,关,45°C,50%,0,0分钟
20211019173436,关,关,关,45°C,50%,8,0分钟
20211019173923,关,关,关,45°C,50%,0,0分钟
20211019174424,关,关,关,44°C,50%,0,0分钟
20211019174428,关,关,关,44°C,25%,0,0分钟
20211019174458,开,开,关,44°C,25%,0,8分钟
20211019174559,开,开,关,44°C,25%,0,7分钟
20211019174619,开,开,关,44°C,25%,0,6分钟
20211019174621,开,开,关,44°C,25%,48,6分钟
20211019174627,开,开,关,44°C,25%,50,6分钟
20211019174629,开,开,关,44°C,25%,51,6分钟
20211019174631,开,开,关,44°C,25%,50,6分钟
20211019174633,开,开,关,44°C,25%,51,6分钟
20211019174637,开,开,关,44°C,25%,50,6分钟
20211019174641,开,开,关,44°C,25%,51,6分钟
20211019174643,开,开,关,44°C,25%,46,6分钟
20211019174645,开,开,关,44°C,25%,50,9分钟
20211019174647,开,开,关,44°C,25%,52,9分钟
20211019174651,开,开,关,43°C,25%,51,9分钟
20211019174659,开,开,关,43°C,25%,52,9分钟
20211019174701,开,开,关,43°C,25%,51,9分钟
20211019174711,开,开,关,43°C,25%,52,9分钟
20211019174713,开,开,关,43°C,25%,51,9分钟
20211019174715,开,开,关,43°C,25%,51,11分钟
20211019174717,开,开,关,43°C,25%,52,11分钟
20211019174719,开,开,关,42°C,25%,50,11分钟
20211019174721,开,开,关,42°C,25%,42,11分钟
20211019174723,开,开,关,42°C,25%,23,11分钟
20211019174726,开,开,关,42°C,25%,17,11分钟
20211019174727,开,开,关,42°C,25%,18,11分钟
20211019174731,开,开,关,42°C,25%,22,11分钟
20211019174733,开,开,关,42°C,25%,21,11分钟
20211019174735,开,开,关,42°C,25%,22,11分钟
20211019174750,开,开,关,42°C,25%,22,10分钟
20211019174752,开,开,关,42°C,25%,23,10分钟
20211019174756,开,开,关,42°C,25%,22,10分钟
20211019174800,开,开,关,42°C,25%,22,12分钟
20211019174802,开,开,关,41°C,25%,22,12分钟
20211019174804,开,开,关,41°C,25%,21,12分钟
20211019174814,开,开,关,41°C,25%,22,12分钟
20211019174818,开,开,关,41°C,25%,23,12分钟
20211019174824,开,开,关,41°C,25%,22,12分钟
20211019174826,开,开,关,41°C,25%,23,12分钟
20211019174835,开,开,关,41°C,25%,22,12分钟
20211019174836,开,开,关,41°C,25%,23,12分钟
20211019174840,开,开,关,41°C,25%,22,12分钟
20211019174842,开,开,关,41°C,25%,23,12分钟
20211019174844,开,开,关,41°C,25%,21,11分钟
20211019174856,开,开,关,41°C,25%,22,11分钟
20211019174900,开,开,关,41°C,25%,21,11分钟
20211019174902,开,开,关,41°C,25%,23,11分钟
20211019174906,开,开,关,41°C,25%,22,11分钟
20211019174908,开,开,关,41°C,25%,23,11分钟
20211019174915,开,开,关,41°C,25%,22,11分钟
20211019174916,开,开,关,41°C,25%,21,11分钟
20211019174921,开,开,关,41°C,25%,22,11分钟
20211019174922,开,开,关,41°C,25%,21,11分钟
20211019174924,开,开,关,41°C,25%,22,11分钟
20211019174927,开,开,关,41°C,25%,21,11分钟
20211019174935,开,开,关,41°C,25%,22,11分钟
20211019174937,开,开,关,41°C,25%,17,11分钟
20211019174939,开,开,关,41°C,25%,23,11分钟
20211019174943,开,开,关,41°C,25%,22,14分钟
20211019174945,开,开,关,40°C,25%,22,14分钟
20211019174947,开,开,关,40°C,25%,22,12分钟
20211019174949,开,开,关,40°C,25%,23,12分钟
20211019174951,开,开,关,41°C,25%,23,12分钟
20211019174953,开,开,关,41°C,25%,22,14分钟
20211019174955,开,开,关,41°C,25%,23,14分钟
20211019174957,开,开,关,40°C,25%,22,14分钟
20211019174959,开,开,关,40°C,25%,23,14分钟
20211019175001,开,开,关,40°C,25%,22,14分钟
20211019175003,开,开,关,40°C,25%,17,14分钟
20211019175005,开,开,关,40°C,25%,18,13分钟
20211019175011,开,开,关,40°C,25%,23,13分钟
20211019175013,开,开,关,40°C,25%,18,13分钟
20211019175015,开,开,关,40°C,25%,25,13分钟
20211019175023,开,开,关,40°C,25%,23,13分钟
20211019175025,开,开,关,40°C,25%,22,13分钟
20211019175027,开,开,关,40°C,25%,23,13分钟
20211019175031,开,开,关,40°C,25%,22,13分钟
20211019175033,开,开,关,40°C,25%,23,13分钟
20211019175035,开,开,关,40°C,25%,22,13分钟
20211019175041,开,开,关,40°C,25%,23,13分钟
20211019175047,开,开,关,40°C,25%,22,13分钟
20211019175057,开,开,关,40°C,25%,23,13分钟
20211019175059,开,开,关,40°C,25%,22,13分钟
20211019175101,开,开,关,40°C,25%,23,13分钟
20211019175103,开,开,关,40°C,25%,22,13分钟
20211019175105,开,开,关,40°C,25%,22,15分钟
20211019175108,开,开,关,40°C,25%,23,15分钟
20211019175111,开,开,关,39°C,25%,23,15分钟
20211019175114,开,开,关,39°C,25%,22,15分钟
20211019175116,开,开,关,39°C,25%,23,15分钟
20211019175118,开,开,关,39°C,25%,22,15分钟
20211019175130,开,开,关,39°C,25%,23,15分钟
20211019175132,开,开,关,39°C,25%,22,15分钟
20211019175134,开,开,关,39°C,25%,23,15分钟
20211019175136,开,开,关,39°C,25%,22,15分钟
20211019175138,开,开,关,39°C,25%,23,15分钟
20211019175140,开,开,关,39°C,25%,21,15分钟
20211019175144,开,开,关,39°C,25%,23,14分钟
20211019175146,开,开,关,39°C,25%,22,14分钟
20211019175154,开,开,关,39°C,25%,23,14分钟
20211019175158,开,开,关,39°C,25%,22,14分钟
20211019175206,开,开,关,39°C,25%,23,14分钟
20211019175208,开,开,关,39°C,25%,22,14分钟
20211019175216,开,开,关,39°C,25%,23,14分钟
20211019175218,开,开,关,39°C,25%,22,14分钟
20211019175220,开,开,关,39°C,25%,23,14分钟
20211019175222,开,开,关,39°C,25%,22,14分钟
20211019175228,开,开,关,39°C,25%,23,14分钟
20211019175230,开,开,关,39°C,25%,23,17分钟
20211019175232,开,开,关,39°C,25%,22,16分钟
20211019175234,开,开,关,38°C,25%,23,16分钟
20211019175236,开,开,关,38°C,25%,22,16分钟
20211019175238,开,开,关,38°C,25%,23,16分钟
20211019175240,开,开,关,38°C,25%,25,16分钟
20211019175242,开,开,关,38°C,25%,22,15分钟
20211019175244,开,开,关,38°C,25%,23,15分钟
20211019175247,开,开,关,39°C,25%,22,15分钟
20211019175249,开,开,关,39°C,25%,22,17分钟
20211019175251,开,开,关,39°C,25%,22,16分钟
20211019175257,开,开,关,38°C,25%,23,16分钟
20211019175301,开,开,关,38°C,25%,22,16分钟
20211019175309,开,开,关,38°C,25%,23,16分钟
20211019175311,开,开,关,38°C,25%,22,16分钟
20211019175323,开,开,关,38°C,25%,23,16分钟
20211019175327,开,开,关,38°C,25%,23,18分钟
20211019175329,开,开,关,37°C,25%,22,18分钟
20211019175335,开,开,关,37°C,25%,23,18分钟
20211019175337,开,开,关,37°C,25%,22,18分钟
20211019175339,开,开,关,37°C,25%,23,18分钟
20211019175341,开,开,关,37°C,25%,22,18分钟
20211019175343,开,开,关,37°C,25%,23,18分钟
20211019175345,开,开,关,37°C,25%,22,18分钟
20211019175349,开,开,关,37°C,25%,23,18分钟
20211019175351,开,开,关,37°C,25%,22,17分钟
20211019175357,开,开,关,37°C,25%,23,17分钟
20211019175401,开,开,关,37°C,25%,22,17分钟
20211019175405,开,开,关,37°C,25%,22,17分钟
20211019175411,开,开,关,37°C,25%,23,17分钟
20211019175415,开,开,关,37°C,25%,23,19分钟
20211019175417,开,开,关,36°C,25%,22,19分钟
20211019175423,开,开,关,36°C,25%,23,19分钟
20211019175425,开,开,关,36°C,25%,22,19分钟
20211019175432,开,开,关,36°C,25%,23,19分钟
20211019175436,开,开,关,36°C,25%,22,19分钟
20211019175442,开,开,关,36°C,25%,23,19分钟
20211019175444,开,开,关,36°C,25%,22,21分钟
20211019175446,开,开,关,36°C,25%,23,21分钟
20211019175450,开,开,关,35°C,25%,23,21分钟
20211019175452,开,开,关,35°C,25%,22,21分钟
20211019175454,开,开,关,35°C,25%,23,21分钟
20211019175456,开,开,关,35°C,25%,22,21分钟
20211019175458,开,开,关,35°C,25%,23,21分钟
20211019175500,开,开,关,35°C,25%,22,20分钟
20211019175502,开,开,关,35°C,25%,23,20分钟
20211019175504,开,开,关,35°C,25%,17,20分钟
20211019175539,开,开,关,34°C,25%,0,22分钟
20211019175540,开,开,关,34°C,25%,0,21分钟
20211019175542,开,开,关,35°C,25%,0,21分钟
20211019175546,开,开,关,35°C,25%,0,22分钟
20211019175625,开,开,关,34°C,25%,0,22分钟
20211019175629,开,开,关,34°C,25%,0,21分钟
20211019175641,开,开,关,35°C,25%,0,21分钟
20211019175741,开,开,关,35°C,25%,0,20分钟
20211019175838,开,开,关,35°C,25%,0,19分钟
20211019175842,开,开,关,36°C,25%,0,18分钟
20211019175904,开,开,关,37°C,25%,0,18分钟
20211019175947,开,开,关,37°C,25%,0,17分钟
20211019175949,开,开,关,37°C,25%,0,16分钟
20211019180021,开,开,关,38°C,25%,0,16分钟
20211019180025,开,开,关,38°C,25%,0,15分钟
20211019180057,开,开,关,39°C,25%,0,15分钟
20211019180126,开,开,关,39°C,25%,0,14分钟
20211019180134,开,开,关,40°C,25%,0,14分钟
20211019180202,开,开,关,40°C,25%,0,13分钟
20211019180244,开,开,关,41°C,25%,0,12分钟
20211019180309,开,开,关,41°C,25%,0,11分钟
20211019180328,开,开,关,42°C,25%,0,11分钟
20211019180359,开,开,关,42°C,25%,0,10分钟
20211019180403,开,开,关,42°C,25%,0,9分钟
20211019180448,开,开,关,43°C,25%,0,9分钟
20211019180452,开,开,关,43°C,25%,0,8分钟
20211019180540,开,开,关,44°C,25%,0,8分钟
20211019180542,开,开,关,45°C,25%,0,7分钟
20211019180546,开,开,关,45°C,25%,0,8分钟
20211019180548,开,开,关,44°C,25%,0,8分钟
